id,price,moonRank,💎 score (%),storeURL,Background,Body,Clothes,Eyes,Eyewear,Face Accessory,Headwear,Mouth
2427,10,2053,0,https://solanart.io/search/?token=2kSsr8Fv8xy5jGV7hAehVA2GTd5vqDfe9bEh744JknsM,Purple,Gold,Punky Ninja Blue,Black Raised,Nightvision Green,None,Black Headband,Normal
2443,5.55,22,48.84,https://magiceden.io/item-details/Hbwj24rpbHX2xyToC8WiQ3RREePaXXcou11QGXpVfNrg,Blue Wave,Metallic Pink,Black Samurai,Blue Raised,Pink PointyV,Purple Hazmat,None,Punky
2460,30,1053,0,https://solanart.io/search/?token=7H9gNLx9kKDUos9FaMC1gvE45thG35egux6aqdg8wM1D,Orange,Metallic Gold,Cyan Samurai,Normal Red,None,Black MetaMask,Green Chef,Normal
2464,0.99,2886,60.03,https://solanart.io/search/?token=ABxHabi2n9F7c3HN9XmioXp922XoH9xg7LyycMesSjpu,Orange,Metallic Pink,Black AKN,Normal Red,None,None,None,Happy
2471,1.8,1469,68.95,https://solanart.io/search/?token=421r1rn82Mgmfp3CF9R156uRNZaum1yCa4f14mizxPsU,Purple,Brown,Jungle Savior,Laser Pink Normal,Robotic Blue,None,None,Teasing
2482,0.689,3328,57.73,https://solanart.io/search/?token=APV9Mp2uzNcU2UB1RAZ5nxLGsF7kEehdo7heZhqZhBmJ,Gradient Purple Green,Purple,Punky Ninja Pink,Red Raised,None,None,None,Normal
2497,1.5,1993,65.66,https://magiceden.io/item-details/EZFpD9hKkojoiZh2vNhJSgyXbegZmZs4ricsp4y1NnVR,Pink Wave,Grey,City Savior,Black Normal,None,None,Cyan Horns,Normal
2514,1.85,2311,58.34,https://magiceden.io/item-details/DQwvTYEdYR1ExGr6WNf5CaaEUshxDwN3Jn9Bn5n8E7cC,Gradient Pink,Gold,Black AKN,Black Raised,Robotic Purple,None,None,Normal
2517,0.57,1142,85.18,https://magiceden.io/item-details/AnPdiod1ZXoJXURLJ43RGtjuCLCoBJUZEcEG9LRgKGp2,Gradient Blue,Purple,Pink Guardians,Blue Raised,Scanners Green,None,Cyan Samurai,Happy
2522,0.75,1603,77.84,https://magiceden.io/item-details/DvEdWWGPjKftWxL759tk3khiwgrTBcqQky8cvXhXAzHp,Purple,Gold,Punky Ninja Blue,Normal Red,Robotic Blue,Cyan MetaMask,Pink Horns,Punky
2530,2.5,1344,63.46,https://solanart.io/search/?token=FusJRtD54fhUXTrsPifpFdnb1SwniSAwetY9oWCjD8Hk,Pink,Purple,Punky Ninja Blue,Blue Normal,Punky Blue,None,Cyan Headband,Punky
2532,25,2496,0,https://solanart.io/search/?token=4PK9J4xtB9wq29xVkzhvbehuN3mzGasnVArP2rDjdByL,Orange,Brown,Punky Ninja Pink,White Possessed Angry,None,None,Brown Bun,Normal
2547,27,2933,0,https://solanart.io/search/?token=4xdDWig8gmSnhDREUXL4hzZReZ87yN9wvaZAETsxkY93,Gradient Black,Gold,Punky Ninja Pink,Laser Pink Angry,None,None,Brown Bun,Teasing
2549,3,2348,46.4,https://solanart.io/search/?token=B8NF4ALJYetR6zrMMiQyV9WPsC8EQqg6Q7zkstb6KWko,Blue,Grey,Purple Samurai,Normal Red,Robotic Purple,None,Black Wavy Bun,Angry
2583,0.6,3303,58.92,https://magiceden.io/item-details/3v5PznM2RUjcUsvRAhZ6j9vextQWVeYPL9taF1ADe1AU,Gradient Black,Gold,Punky Ninja Blue,Red Raised,None,None,Brown Bun,Normal
2592,42,197,0,https://magiceden.io/item-details/DgBU87xwqwrFVhc1iXfBQ93gRhckw4VmPwjspRxTVJgQ,Pink,Purple,Purple AKN,Black Raised,Nightvision Blue,Pink Oni,Black Bun,Punky
2602,0.7,3134,59.95,https://alpha.art/t/DZXeyRVGe8Gx2tET1vzq3HCf88H3WTXE48rNY7RU17PY,Orange Shades,Black,Black AKN,Normal Red,None,None,None,Happy
2614,1.1,615,86.21,https://magiceden.io/item-details/8qQj2HaVuE3BFjrdtaLzRpF747S6WemAzEDo7xd5pmzb,Orange,Grey,Black Samurai,Laser Pink Angry,Scanners Cyan,None,Grey Chef,Teasing
2623,0.82,890,85.71,https://magiceden.io/item-details/Fgksk1vwMPHJXrac1nXmpnpfxoxgsbPDm7V2STwA2VMk,Blue,Grey,Pink Guardians,Normal Red,Cyclops Red,Black MetaMask,Black Bun,Punky
2628,2,2184,58.37,https://magiceden.io/item-details/3cryksWNFWnMFiugDrSp1Q4ao6Se9Y5S9PUivug82j1g,Gradient Blue,Brown,Black Samurai,Normal Red,Rainbow Laser,None,Black Bun,Happy
2630,2,1713,64.02,https://solanart.io/search/?token=21o6UvEVyETowGtCGCS3PkkAzMPiP2zsgm46MpiHQwgm,Orange Shades,Metallic Pink,Purple Samurai,Blue Normal,None,None,Purple Headband,Angry
2649,7.4,205,28.14,https://magiceden.io/item-details/DaSPv7BgEVwnSHzhXDx9GhJijhbv2wpcvMPTum5GJ25h,Gradient Pink,Purple,Purple AKN,Odd Eye Raised,Cyclops Pink,Purple Indicator,Cyan Horns,Normal
2650,3.9999999,346,60.44,https://magiceden.io/item-details/BrFzRUWZo4D41w8uznZJvP66uuypHbvE85HDqpNKxs1r,Grey Shades,Black,Black Samurai,Black Raised,Uptownfunk,Cyan MetaMask,Black Bun,Teasing
2655,1.5,3323,49.68,https://magiceden.io/item-details/9U4WbrHNEgEHmddFm2AjxpC8hEFZVNoSDofAVuS4E11Q,Gradient Blue,Purple,Punky Ninja Pink,Red Raised,None,None,None,Happy
2658,1,1454,77.13,https://solanart.io/search/?token=CSiKNfPEJTwzS6DPERQoNYaSFUPzCdEL85mrZXVTvi8q,Purple,Gold,Cyan Guardians,Blue Normal,Cyclops Pink,None,Pink Horns,Sheesh
2677,0.68,2380,69.21,https://magiceden.io/item-details/GC37Ut9FdQKWJuC12kQd4H87f7P4kT5jpRKmfRqMjpD2,Blue,Gold,Black AKN,Black Normal,None,None,Pink Chef,Teasing
2692,0.6,2342,70.47,https://magiceden.io/item-details/FETXdD3xg3fsvnpaCjCGJ4cMbjFEs3g7bauWjPnXCLuv,Purple,Gold,Punky Ninja Pink,Black Angry,Nightvision Pink,None,Black Bun,Happy
2693,1.89,2919,50.64,https://magiceden.io/item-details/7hjVCKtecN2MuxLW5rqdk7Ai4j4cAGh76MDGoxXJm65t,Gradient Black,Gold,Punky Ninja Pink,Odd Eye Normal,None,None,Black Horns,Happy
2694,1.2,1922,69.51,https://magiceden.io/item-details/GRp9MXEGjXcYihULYFYRLEVkQhaUD6DpwVzqqxzxqo4Y,Orange,Gold,City Savior,Blue Angry,None,Black MetaMask,None,Punky
2698,10,3330,0,https://magiceden.io/item-details/HWZYRjt2uw6VfHisozrtctsWwbsKRFdw53DNQFp7dT3g,Gradient Purple Green,Purple,Punky Ninja Pink,Normal Red,None,None,None,Normal
2700,3.3,1790,50.1,https://magiceden.io/item-details/HMvXfpbkszCxYnT47KCmAJPF8KmJ16XaZEzBvuadHii1,Gradient Pink,Gold,Purple AKN,Black Raised,None,Purple Indicator,None,Punky
2704,0.65,1746,77.13,https://magiceden.io/item-details/2tquGKcgDTwKAd374HwdUk5fEsweUyGAY44JSgnAPUb5,Gradient Purple Green,Grey,Purple Samurai,Blue Angry,None,Cyan RT500,Brown Bun,Happy
2715,1.468,1779,68.55,https://magiceden.io/item-details/3ru9EyLG5Sz9rHZ8QgTvSnhKATTr4XemwavCguFz5Naz,Gradient Purple Green,Black,Pink Guardians,Blue Normal,Nightvision Green,None,None,Normal
2729,1.2,1533,74.19,https://magiceden.io/item-details/9sBph2QbbE8nmJk2rMyWCsLpvEABXypoY2Psj9pk7dQ7,Orange,Brown,None,Sleepy,None,None,Brown Bun,Sheesh
2734,200,1877,0,https://solanart.io/search/?token=43rj8CyFL67hsgFNdDEu4Hta8mN15qHajCZch7EM9zaT,Pink Wave v2,Gold,Black PAC Cop,Red Raised,Robotic Blue,None,None,Happy
2743,15,1720,0,https://magiceden.io/item-details/DVZaU3tBhpN5z9GkgYEn4bHiSA8wmBEmqv8i7wYXobe,Purple,Grey,Purple Samurai,Black Normal,None,Cyan RT500,Black Samurai,Happy
2766,21,2113,0,https://solanart.io/search/?token=GKY4BMQFWL2Y5DTijitoKMXGW3MBy1a4iM7zUbmijftZ,Gradient Pink,Purple,Black PAC Cop,Odd Eye Raised,None,None,Brown Bun,Rainbow Sheesh
2770,0.9,2768,62.35,https://solanart.io/search/?token=CHgh8LNpzt4q4NydVdJRmdX8toCFTN98Yo3rsoKoS3SB,Gradient Pink,Purple,Black PAC Cop,Pink Normal,None,None,Black Bun,Teasing
2784,0.48,2985,63.94,https://magiceden.io/item-details/C1rNN3UNQG9e5cUSmW9apWp6taNcHmDrKuKqwjpjHDPq,Gradient Blue,Gold,Grey PAC Cop,Angry Red,None,None,Punky Pink,Happy
2801,2,917,73.58,https://magiceden.io/item-details/8TDbi8wadcVECm7p3WfVuTj2SxtpZyMCyfjnoc9rtxuz,Pink,Brown,Grey PAC Cop,Laser Pink Normal,Scanners Cyan,None,Cyan Samurai,Angry
2810,2,230,81.84,https://magiceden.io/item-details/F3JdDFpJYqMNzZcCjf5NnyCCn9R7b259mDBucMcQP1kp,Blue,Purple,Cyan AKN,Angry Red,Cyclops Pink,Purple MetaMask,Cyan Samurai,Punky Rainbow
2818,1.69,2619,56.24,https://magiceden.io/item-details/H7rdZWLG1YA1CAztazpMows1P8RdYpi4EPVVqNP1fyai,Green,Brown,Gold Spacesuit,Pink Raised,None,None,None,Teasing
2831,1.1,1787,72.13,https://magiceden.io/item-details/ZCXgKWnUrTyRavhqEstADHDtrZ1EeuWfuSAkoZ7LUtE,Blue,Black,Purple Spaceuit,Black Normal,None,Purple RT500,None,Normal
2835,40,550,0,https://magiceden.io/item-details/AoAQ5fh7pTXzaKF3PMgUBbfgghTTGVHeZ6F8drDpwAZX,Gradient Pink,Grey,Jungle Savior,Fire Red Angry,None,Silver MetaMask,Pink Horns,Happy
2849,1.4,973,78.91,https://magiceden.io/item-details/9Jnck6ERciRA6awExCgR3TsdBaLvhEDDBXmcyhMuVVzN,Gradient Black,Gold,Punky Ninja Pink,Red Raised,Rainbow Laser,Purple Indicator,None,Sheesh
2850,2.9,2275,48.27,https://magiceden.io/item-details/HrGKLqtwhHJsMbUcbUCE9qv4JPDPBnvpcTZSehh3wt7w,Gradient Pink,Purple,Green Suit,Black Raised,None,None,Brown Bun,Sheesh
2867,1.7,928,76.45,https://magiceden.io/item-details/4mp2uwxS5jeofyboyXgQeXsJdVYH2xJUbpbALbuYwXsh,Purple,Purple,Punky Ninja Blue,Normal Red,Robotic Blue,Yellow RT500,Punky Cyan,Sheesh
2870,20,656,0,https://alpha.art/t/HjhG13wXR5fHmHiT1tdYQGsy1trpFroATq6Fk2aqXgpT,Orange,Purple,Punky Ninja Blue,Normal Red,Uptownfunk,Green Indicator,Black Horns,Normal
2889,5,2408,25.68,https://magiceden.io/item-details/Ev6mnzvVk4jbv7VYS5ijoeANg7S4G6vE2SWzWrX8pHiC,Purple,Purple,Punky Ninja Blue,White Possessed Normal,None,None,Pink Horns,Happy
2890,6,19,44.37,https://solanart.io/search/?token=GFPwo7TN8QgKfUTLcRoFm4MQb6Nd9qkGFrwnd5chw8CQ,Gradient Black,Metallic Blue,Cyan Samurai,Sleepy,Neon Blue Laser,Red Indicator,Pink Horns,Laughing Rainbow
2893,10,50,4,https://magiceden.io/item-details/FXFg9Tbkdm1oYoXk2m9PGvU3qaLahFLPho9XigHs63pn,Tricolor Punk City,Gold,Black PAC Cop,Blue Raised,None,Pink Oni,Purple Samurai,Punky Rainbow
2908,1,1898,71.8,https://magiceden.io/item-details/5wLqdE1J2ai3VH88r86ec98AxKg9Kg8zz1b4VjG2rSCL,Green,Metallic Gold,Cyan Samurai,Black Normal,None,None,Green Chef,Teasing
2919,1,1057,81.9,https://magiceden.io/item-details/FBSB7ycNwxbAmBFxgrMEJZwuz2B6ZmcACGFiSkBVq593,Gradient Black,Metallic Blue,Pink Guardians,Black Angry,None,Purple Indicator,None,Angry
2920,1.75,1962,63.53,https://alpha.art/t/43DCHBCsM9is3dfKYywh53M9c3r1qiFmnD2hw6AmvQej,Gradient Pink,Bolt Green,Black PAC Cop,Pink Normal,None,None,None,Normal
2924,33,23,0,https://solanart.io/search/?token=4sF1ToL26mKGr9NKM2QEJr9PxsYcjp6rTfMitFAb3vzF,Gradient Black,Metallic Gold,Cyan AKN,White Possessed Normal,Pink Laser,Cyan MetaMask,Punky Cyan,Happy
2940,1.1,2001,69.56,https://alpha.art/t/HuYsWYK9pgpPUndR7vJ4Vh3ZNqamGE62iGZ7ChBA8x1m,Green,Grey,Purple AKN,Black Angry,Scanners Green,None,None,Punky
2949,2875,2128,0,https://solanart.io/search/?token=56DvwUwBUcyuVbZKC4jCMpAWU7kuTYCbRBfztfXAr1aA,Green Shades,Brown,Purple Spaceuit,Blue Normal,None,None,Green Horns,Happy
2968,5,903,43.75,https://magiceden.io/item-details/UDLkUzU7yJvz9NZ9LN68b7Mvx7cGeBo2sqZC934poyf,Orange,Brown,Punky Ninja Blue,Angry Red,Thug Golden,Purple MetaMask,Green Horns,Normal
2984,1.5,637,81.95,https://solanart.io/search/?token=8eY6122Cp1BhFuZH2tWhBs7GtBsXzPnDqbgYsc2SpUA5,Grey Shades,Gold,Punky Ninja Blue,Black Normal,Robotic Blue,Cyan Indicator,Pink Horns,Normal
2993,5,560,47.87,https://magiceden.io/item-details/2Eemv72XhE5HT1gAi19HKpXeLyQD7EfdiQoCQCfvnBEo,Green,Black,Pink Guardians,Black Normal,Pink Laser,Purple RT500,Black Horns,Normal
2995,7,2013,10.42,https://magiceden.io/item-details/DGbWhGtCxXynaEnDqCJBVEjskpDKpT6tFmVmJJnWs2LM,Orange,Black,Purple Samurai,Blue Angry,Neon Blue Laser,None,None,Sheesh
3009,0.89,1512,77.54,https://magiceden.io/item-details/DMkyrhhXxoJERbxCJzUhomAB8GsuvBvsndRaJ8MjUZLX,Gradient Blue,Gold,Purple Samurai,Laser Pink Angry,Rainbow Laser,None,None,Angry
3016,1.8,2645,54.83,https://solanart.io/search/?token=CWU41n44NgTt7ZtRJfBUvGPpoXP5qs9vFni3JqZqk2xN,Orange,Purple,City Savior,Blue Angry,None,None,Green Horns,Happy
3025,2,461,79.06,https://magiceden.io/item-details/13AiHbgJVQkguEKQsjSobVfznxDsLhV3gZdn6pSs6Zwb,Purple,Grey,Black PAC Cop,Sleepy,None,Yellow RT500,Punky Pink,Rainbow Sheesh
3027,1.2,2724,59.88,https://magiceden.io/item-details/HGCve6otFEKiQtJwnGofPZ3HKYLN6WvRD4TQX3F5j5d7,Green,Grey,Grey PAC Cop,Normal Red,None,None,Cyan PAC Headband,Laughing Rainbow
3036,0.98,381,90.22,https://magiceden.io/item-details/2ZiEoUYiAFDmddSQXXCk3bMp25egtZyAS4TcSgs4PyPZ,Orange,Brown,Cyan Samurai,Pink Normal,Thug Golden,Black MetaMask,None,Sheesh
3039,1,2532,64.19,https://magiceden.io/item-details/BnWzuf2sBXm7hh1iQtcj5puKtDqT6HQVP8BLRNTo5T5P,Purple,Gold,Purple Samurai,Black Normal,None,None,Black Headband,Laughing Rainbow
3047,1,1259,79.48,https://solanart.io/search/?token=GL3Mce2P7n77eABDvsWpzXmDpEYdkcykMfQte6NGeooJ,Green,Gold,Black PAC Cop,Normal Red,Nightvision Blue,None,Pink Chef,Angry
3048,0.99,2321,66.82,https://magiceden.io/item-details/GdqoZ4Fn8k5sBzPvdBhUvW8cpvN8fT3xLE1zoiSGrv9V,Gradient Purple Green,Black,Punky Ninja Blue,Red Raised,Robotic Blue,None,Black Headband,Teasing
3052,6,1672,24.52,https://solanart.io/search/?token=7kdKi6fmpxC5tGQcjzCjE3p3Po7Y6pWR1b7kteD98ZKE,Pink,Metallic Blue,Punky Ninja Pink,Odd Eye Angry,None,Cyan MetaMask,None,Normal
3059,2.3,779,72.24,https://magiceden.io/item-details/Dqu49fMaRy8oEZ4yZjTKxK5Tkqrd1fgPwFiNWrjpzCaS,Orange Shades,Grey,Punky Ninja Pink,Normal Red,Rainbow,Purple MetaMask,None,Angry
3083,1.97,1286,69.45,https://solanart.io/search/?token=CJmzyJWt3MpRd3E2D1duX3RVaQtMEtGtvpvdEqRVthaC,Pink,Black,City Savior,Black Raised,Nightvision Green,None,Brown Bun,Teasing
3102,3000,1841,0,https://solanart.io/search/?token=HdbF2oErcrxzZ9mn3PjKAc4p1euCmMr2CZmNkEmG6cCK,Gradient Blue,Grey,Black PAC Cop,Black Angry,Laser Luminous Blue,None,Black Horns,Happy
3106,1.2,2767,59.36,https://solanart.io/search/?token=4Aq1Mfd1aG82BUaXqK5BCjs5Z5y35ELE57tPLcRUigxD,Grey Shades,Brown,Punky Ninja Pink,Red Raised,None,None,Pink Chef,Normal
3108,13,296,0,https://magiceden.io/item-details/34gc7tWps9sAdjj91KbSqkWidRo5rEUYsqUAubFQDXjq,Gradient Black,Gold,None,Odd Eye Normal,None,Purple RT500,Black Samurai,Punky
3121,4.2,1126,49.07,https://solanart.io/search/?token=FytyoUogdg8iptuN4aoeeVo3GsGPNxfCjSGoS53EPF4o,Pink,Brown,Cyan Guardians,Red Raised,Cyclops Blue,None,Jungle Headband,Normal
3122,150,2878,0,https://solanart.io/search/?token=AojKQCLRzqyusPuyxp6CGr2g3oU37D3zyofxoUffUVw,Blue,Black,Purple AKN,Black Raised,None,None,Brown Wavy Bun,Angry
3129,2.6,1824,56.69,https://magiceden.io/item-details/4uP5XFVCt3Aqr2MGgtL8YzF17658ySdr4dJgrd2JzSpB,Green,Grey,Purple Samurai,Black Normal,None,Cyan RT500,Punky Cyan,Normal
3131,1.5,990,77.71,https://magiceden.io/item-details/9Sz4muKKVPti9hnitLcST8EhGDkJgFB3CTMjUTWDZuL8,Orange,Black,Punky Ninja Blue,Normal Red,Cyclops Blue,Orange Hazmat,Black Horns,Angry
3149,5,481,48.82,https://magiceden.io/item-details/DJgknDrjEhvCSzpr6BZ7YqxrgThc1x4WD2Yv7BZRXRrP,Gradient Black,Fire,Purple Samurai,Black Angry,Nightvision Green,None,Black Bun,Happy
3159,6.9,598,28.42,https://magiceden.io/item-details/Crk42kHrWbUgFWUNATAU2KVF74vdaACsPfeT2kZDWSfj,Gradient Black,Black,Black AKN,Normal Red,Rainbow,Purple MetaMask,None,Sheesh
3160,1.5,2703,57.13,https://magiceden.io/item-details/BNgJNU3vCzNBYNXv2EKu8E91c1ggb63TY6bQTomTdHXY,Purple,Purple,Green Suit,Black Normal,None,None,Black Bun,Normal
3167,1,2695,62.23,https://magiceden.io/item-details/DTqdFzDRAwFySsNZZgdzkPvkmgMhT7Kw6VuH5pFbAwYN,Green,Gold,Black Samurai,Laser Pink Normal,None,None,Black Horns,Happy
3191,1.9,2453,56.13,https://magiceden.io/item-details/7zW9ZfqDEaSasemKBaaMUJ9HqXQZTzbBynNPY9JzeTHb,Orange,Metallic Gold,Purple Samurai,Blue Normal,None,None,Brown Bun,Punky
3192,3,1170,60.55,https://magiceden.io/item-details/9y9DENmRJDEKaJSQfDExdGWZ6DZ6YsSN7YbPyAAacV1u,Gradient Pink,Bolt Green,Cyan Samurai,Laser Pink Raised,None,None,Green Horns,Happy
3200,4,2119,39.15,https://solanart.io/search/?token=7V3ZLxMpdZ9Usr6KrjNySU7vMtyp9D85R3BSLsGFWc7z,Blue,Grey,Cyan Samurai,Normal Red,Laser Luminous Blue,None,Brown Wavy Bun,Punky
3202,1.8,1967,62.97,https://solanart.io/search/?token=atkQT8X4RsoS59hKZdn1ADSX5xpiAAwnbuEtXuQJtyR,Gradient Pink,Metallic Gold,Punky Ninja Pink,Red Raised,Robotic Purple,None,Brown Bun,Normal
3209,20,654,0,https://solanart.io/search/?token=2oRukc8M5Who3jVK7BaeewER82Lp25LhT5iciBK8Vd5Z,Gradient Blue,Black,Black PAC Cop,Blue Normal,Pink Laser,Purple MetaMask,Brown Wavy Bun,Happy
3238,2,2256,57.5,https://magiceden.io/item-details/BmV7rK3RdMD7iW8kNVUYCHyE6r9qk4rGEwap3cNmdSg9,Green,Grey,Punky Ninja Blue,Angry Red,Robotic Orange,None,Purple Samurai,Angry
3257,5,1886,31.95,https://solanart.io/search/?token=5Tqj6ZZ6aBFgPgirU224HwKujpYc7UBq2P2SdJ9FBdwJ,Gradient Blue,Purple,Pink Guardians,Red Raised,Scanners Green,None,Brown Wavy Bun,Happy
3258,12.5,764,0,https://magiceden.io/item-details/Ag3royyRcHQ4d2MHt4pXRWzPEWnaoh5FRggotKoiFkf8,Gradient Purple Green,Grey,Green Suit,Normal Red,Punky Green,None,Brown Bun,Punky
3263,1,1647,74.82,https://solanart.io/search/?token=ASysezT2AXkbVKuMdBXZq1SmEqmcfZ7631Rqx9AgsbJR,Green,Brown,Black AKN,Odd Eye Raised,Neon Blue Laser,None,None,Normal
3264,2.5,1948,56.2,https://solanart.io/search/?token=EKMuEZAwRVDwB5XokazWcWDYsfs8sSBdLKWDZ738M6Hq,Gradient Black,Grey,Grey PAC Cop,Blue Angry,Robotic Orange,None,Black Horns,Normal
3271,5,1220,39.95,https://magiceden.io/item-details/6AhPJtqoF3oSZpZnsvdwfiPgDzmYJnGrufPNdVWfMfeq,Gradient Pink,Black,Black Samurai,Normal Red,Nightvision Pink,Cyan MetaMask,None,Happy
3274,5.7,1810,25.86,https://solanart.io/search/?token=CvWfJXrQYt4UvszHpGsCzyvMTBz8nUR8M7m4m7z98D7p,Grey Shades,Gold,Black Samurai,Angry Red,Cyclops Blue,None,Black Bun,Angry
3300,1.25,1845,69.94,https://magiceden.io/item-details/9m8mXVNtiHChHzMovrBxhKXD9zWzDyoJBa6kKWZav15v,Orange Shades,Purple,Black PAC Cop,Fire Red,None,None,Punky Pink,Normal
3301,3,2564,43.8,https://magiceden.io/item-details/3zZDHixgEF1kB5CEqJJptERKf8t1sDQ1mhrvWDY9LsJU,Purple,Metallic Gold,Punky Ninja Blue,Odd Eye Raised,None,None,Black Bun,Happy
3319,6,1876,22.07,https://solanart.io/search/?token=8njybfxr1qmg7EdE4Ccoi2rqBaWoQhyY4xwkjdo7jR1s,Pink,Metallic Gold,Punky Ninja Blue,Blue Angry,None,None,Cyan PAC Headband,Rainbow Sheesh
3329,1.5,3327,49.64,https://magiceden.io/item-details/6VnJU7Ya5egrK7WKou2J1RgTRUmPn19vTTXzDwmSKUpc,Purple,Brown,Punky Ninja Blue,Red Raised,None,None,None,Punky
