id,price,moonRank,💎 score (%),storeURL,Background,Base,Bottom,Ears,Eyes,Head,Shoes,Teeth,Top
1440,5,503,57.64,https://magiceden.io/item-details/HrR5wfsR5nUvFTtnn38UnFMFT7RtxNWbGotWxtxmfcGY,Purple,Flame,Puff Pants Cream,Heart,Spiral,Halo Red,None,Gap,Tee White
1450,20,425,0,https://magiceden.io/item-details/67AgQGDedZFyiZ51jWTMNJLkHurkUpzdPpdcL2SySW8m,White,White,Latex,Mickey,Spidey,MRGLA,Angoboot Neon Orange,Spike,Windbreaker Lemon
1457,4.5,1744,48.45,https://magiceden.io/item-details/32miuqoQA8tgSBGg3SgBMndkqb8VLRsLix33EavrNcvt,Green,Flame,Puff Pants Purple,Heart,Cross,None,Runners White,Gap,Sweater Honey
1466,3.6,1556,59.6,https://magiceden.io/item-details/B7a4rwAoFVDSdTQnn8RNSffrtvhs8bd4TDzDKrwcZnNK,White,Mint,Puff Pants Red,Mickey,Spiral,None,Angoboot Black,Rainbow,Striped Sweater
1475,120,260,0,https://magiceden.io/item-details/9reKhvdFsoiC2u4UZKcfg5WChVzkBfBvJx3WsJCtiiJ5,Yellow,Skelly,Latex,Heart,Round,Thorn,Angoboot Beige,Spike,None
1479,6,291,50.07,https://magiceden.io/item-details/72TVnFQcHRgWzfUoqKZprJiuv2yPTf6UoDtZSpxLT6LJ,Black,Black,Puff Pants Purple,Mickey,Round,Pink Flower,Fly Bred,Spike Open,Windbreaker Lemon
1485,2.5,2223,62.97,https://magiceden.io/item-details/2LFANiN1KMMRUaUMdyPHeQrbL2Vt2hF3e5DAUZ3qMjt8,Black,Mint,Shorts Black,Mickey,Spiral,None,None,Gap,Smooth Puff Chrome
1488,6.9,1303,29.49,https://magiceden.io/item-details/5yqQoj4Pq6AZzH2J3Ftn9aQWqHC5t34coEeP36KyzLMV,Green,Flame,Windbreakers White,Mickey,Round,None,Fly Panda,Vamp,Long Puff Orange
1489,18.6,2837,0,https://magiceden.io/item-details/CU7KGDicyq9PsQAUozWkNgigCBuf9tVvaEtJG4EXApdp,White,Orange,Puff Pants Red,Mickey,Spiral,None,Runners White,Spike Open,Enigma Vest Neon Green
1500,4,421,68.58,https://magiceden.io/item-details/4JiYZbicCPaMU2GoUx6GutknUbixEvKzxH42FAiV1ezp,Purple,Orange,Shorts Pineapple,Mickey,Spiral,Pink Flower,Sandals Red,Gap,Puff Vest Cream
1504,4.5,2444,40.44,https://magiceden.io/item-details/EzZghWkoqcNXNdYoPTtPo7EVj8oiEzMnVR2Gi1qWe2rD,Yellow,Pink,None,Heart,Cross,None,None,Vamp,Tee Black
1506,2.19,3221,54.65,https://magiceden.io/item-details/HrD3rav3QohE4rJR7BS8b3VtvzkpF7dMHe26nwrngmDG,White,White,Windbreakers White,Heart,Spidey,None,None,Spike Open,Tee Blue
1507,40,1222,0,https://magiceden.io/item-details/HyyNuiqX1rcJFXKYmKLHSdveWrrMthmtAy2LSC8ct8fw,White,White,Puff Pants Black,Mickey,Spiral,Halo Yellow,Runners White,Spike,Sweater Black
1510,25,1146,0,https://magiceden.io/item-details/Bs2HFbKvTxMEw6H6cRL24sHR1tcTBThyVyTtYdiK1L7P,Black,Candy,Shorts Black,Pigtails,Cross,None,Fly Panda,Spike Open,Smooth Puff Red
1520,10,1837,0,https://magiceden.io/item-details/F5ARSnBSWUpMBFtMTbjBCfDwLYZkgFbTAn2NEkVNAJcZ,White,Shadow,None,Horns,Spiral,None,Fly Blue,Gap,Perforated Puff Purple
1527,6.69,1022,34.81,https://magiceden.io/item-details/LsL9mb8SD5jtjB3AQkcYFTBvXdpy6TdTPRjuSmNvGMv,White,Shadow,Shorts Pineapple,Pigtails,Spidey,Pink Flower,None,Spike Open,Sweater Honey
1528,1.4,1978,76.77,https://magiceden.io/item-details/BsEYf9punUuCmnRPFa5gfdqDePUhXikecJzx65WfC9ys,Yellow,Mint,Windbreakers White,Pigtails,Spiral,None,Runners White,Gap,None
1539,5.8008,1702,35.92,https://magiceden.io/item-details/4Wy2ktwbExnRVrCppLysC52Hi5aDNFBLf9o4H3hmdyuL,Red,Pink,Shorts Black,Heart,Spiral,None,Fly Panda,Vamp,Long Puff Black
1544,6,1280,38.75,https://magiceden.io/item-details/CtMet1UkA4NDVr2Lqrg38NqxikkjK9hZcWfKVuoHkMAT,Black,Orange,Puff Pants Purple,Heart,Spiral,None,Sandals White,Gap,None
1558,3,1965,60.92,https://magiceden.io/item-details/FDUuYxPUfmWckpeanzdVA3uC5K3tNqzDcqG78Ry6S6uk,White,Orange,Latex,Mickey,Cross,None,Angoboot Neon Orange,Rainbow,Base Puff White
1565,4.1,3360,33.96,https://magiceden.io/item-details/5vAxjMedt9khhBxwgPZscc9QycfDncKHSc1zamED5snP,White,Flame,Windbreakers Dark,Heart,Cross,None,None,Spike,Tee Blue
1566,2.1,2602,62.63,https://magiceden.io/item-details/EvEcxj1sxwM1krehkn6CQBCRcBVBZVj4M61cU4Lk1rVq,White,Flame,Shorts Black,Pigtails,Spidey,None,Angoboot Black,Gap,None
1568,12,1239,0,https://magiceden.io/item-details/HM2nFbV6TWWm9X4sfjSt2MdteEiUx82qRhYUTcXBGD8W,Yellow,Flame,Windbreakers White,Heart,Cross,None,Fly Panda,Spike Open,Enigma Vest Red
1574,8,410,28.71,https://magiceden.io/item-details/HBsZ6XnTwigwprtfgK2x5Q9xhwALP7N56hNtH7fWo79S,White,White,Shorts Black,Pigtails,Hypno,None,Angoboot Black,Vamp,Base Puff Yellow
1587,5.9,2808,22.27,https://magiceden.io/item-details/7zRh5HbujziN2AvNpQZs4Xuq36PDKExSkQguyq88my36,White,Pink,None,Heart,Spiral,None,Sandals White,Spike Open,Enigma Vest Neon Green
1592,5,2700,32.51,https://magiceden.io/item-details/232PFajX3C9V7CE2YTYqhm9AafCddC1cCKFQMLDZw218,Purple,Orange,Latex,Heart,Cross,None,Runners Black,Spike Open,Smooth Puff Seafoam
1596,4.3,3244,33.28,https://magiceden.io/item-details/H9WUN6JWt8JN2Q3yZXqwuwP1wNyhCFJ1D5G5EjGtaAQ,White,Black,None,Mickey,Cross,None,Sandals Red,Gap,Tee Blue
1609,30,442,0,https://magiceden.io/item-details/12TYkYkJmXv7mz9G3GGN8FCgXJNGSED1VW5R6APdYM3z,Red,Mint,Windbreakers White,Heart,Cross,Halo Red,Sandals White,Spike,Tee Blue
1612,9.97,1980,0,https://magiceden.io/item-details/AmqGP9w6fu5xV3yvCQy6nxK9HiKxyvjFhgC1q3AqqiCb,White,White,None,Mickey,Spiral,Pink Flower,Angoboot Neon Green,Spike,None
1615,30,2675,0,https://magiceden.io/item-details/3W2TEVpFoQYMNbYGgesataXTrTbePQgEwfPjTPZJm5XA,Yellow,Candy,None,Mickey,Spiral,None,Fly Bred,Gap,None
1616,8,2064,9.78,https://magiceden.io/item-details/AeHyqkDo3EhfYgFV3DkepvokPB8oT5XgP5ioA953jJVK,White,White,Shorts Pineapple,Heart,Cross,Pink Flower,Runners White,Spike,Long Puff Black
1619,5.99,1341,38.16,https://magiceden.io/item-details/FtzTgmqLCYTBRCbsGd8ASeEQ1Z9R6J5G8qFqHoZ7utD5,Yellow,Flame,Puff Pants Red,Pigtails,Cross,None,Angoboot Beige,Spike,Smooth Puff Seafoam
1620,4.5,1149,55.25,https://magiceden.io/item-details/6qm2qizk9zpquvvDNbhTEAx5WSkLCiV4FdvqFMgnqwmA,Yellow,Purple,Puff Pants Cream,Pigtails,Round,None,None,Vamp,Tee Black
1621,4.49,296,65.11,https://magiceden.io/item-details/APtawPcZBeETYa44DYGPpcHo2NjKxXRT2wDhzeSW7RwJ,Yellow,Mint,Puff Pants Cream,Pigtails,Spidey,Halo Yellow,None,Gap,Tee Blue
1622,4.4,3036,34.66,https://magiceden.io/item-details/dPEShjSmQtaT8KfENRLRMsJHCd6UsXUeQjKFye9Lg52,White,Pink,Puff Pants Red,Heart,Spiral,None,Fly Blue,Spike,Base Puff Yellow
1625,49,209,0,https://magiceden.io/item-details/ExTvzednxWzaFpXSPF6C5hW7fVAgfrkvQ3XF75cgHR2o,Red,Mint,Latex,Pigtails,Spidey,Halo Red,Angoboot Neon Orange,Gap,Tee Blue
1628,3.3,1946,58.13,https://magiceden.io/item-details/46KcZdR46jMif1SfCcBND5oRBw1CPc6JuvV5zVftoWwQ,Purple,Orange,Latex,Mickey,Round,None,Croc,Spike,Windbreaker Lemon
1632,5,1819,42.59,https://magiceden.io/item-details/EQJmYbEkjPbkZeBC4ziwvEBMcsbhbRNy392y5YMsXJG4,Yellow,Shadow,Windbreakers Dark,Mickey,Cross,None,Fly Blue,Spike,Windbreaker Lemon
1634,50,2550,0,https://magiceden.io/item-details/Bw8YnAnSnneJu25uyfh8aBdY2x9hxNwtMbpsr7Xe8wnd,Yellow,Orange,Windbreakers Dark,Mickey,Cross,None,None,Spike Open,Smooth Puff Seafoam
1640,5,2652,33.06,https://magiceden.io/item-details/3kkCsGbeGB6dCtEPMQmdddMbZqnVrC36JdMfTYT6sqb4,White,Orange,Puff Pants Cream,Heart,Cross,None,Sandals Red,Spike,Sweater Carolina
1645,25,725,0,https://magiceden.io/item-details/FtCFALFTVGwbTkQ75BTYMkQ9fzKLLKTjNtxu9gTh573A,Red,Orange,None,Pigtails,Spiral,Halo Red,Runners Black,Spike,Base Puff White
1677,4,2491,44.9,https://magiceden.io/item-details/3KFk8vqPviUq581R5jbKEbEsC9ph4kvvLu3Fgxt9fihp,White,Orange,Shorts Pineapple,Pigtails,Spidey,None,Angoboot Black,Gap,Grandpa
1683,3.3,1120,67.59,https://magiceden.io/item-details/BC7fDTDLsVbx798MjMSCWWh82ysVKGVbMWnNU63qnsF3,Red,Pink,Puff Pants Black,Mickey,Spidey,None,Fly Blue,Vamp,Tee Black
1693,50,138,0,https://magiceden.io/item-details/3q4CKL7DZeTiLguTkttBDa6rPU9xZ91qBwpokTtf8YVh,Green,Shadow,None,Mickey,Cross,Halo Red,Sandals Red,Rainbow,Tee Black
1705,9.9,383,10.02,https://magiceden.io/item-details/53yP4Vm6iZuFHVc4bRpg5xv4mN9QYqvGnKej5h55AmEr,White,Orange,Windbreakers White,Heart,Spidey,Blue Flower,Croc,Vamp,Base Puff White
1713,3.5,1144,65.31,https://magiceden.io/item-details/3DHBCRUjdXGn3CM37yLMPfFyKMBtfZvKbKJLEVz2aUz9,White,Flame,Puff Pants Black,Heart,Cross,Thorn,None,Spike,Base Puff Yellow
1716,3,1550,65.67,https://magiceden.io/item-details/DwNxJJf64Dr4N5TmNSs1ZRhB2otsLLrio9axxPYKi7oH,Red,Orange,Puff Pants Red,Pigtails,Round,None,Angoboot Beige,Spike,Sweater Honey
1725,3.5,1776,58.08,https://magiceden.io/item-details/H8iNQQruKjgQMFxPbXpGfYGk5WfJssfqwBmoK7UFte1H,Yellow,Sky,Latex,Mickey,Round,None,Angoboot Black,Vamp,None
1736,3.5,1983,55.71,https://magiceden.io/item-details/5FdSvBTpuUZkcNRuhravhSA2azL5C381p7nnwiFBURb1,Yellow,Shadow,None,Pigtails,Spiral,None,Angoboot Black,Gap,Long Puff Black
1744,6.5,1087,35.96,https://magiceden.io/item-details/GHRbLY3SsWT6WBiZ9T7ZzoVGp2geGTopZTuu5JAnYDqJ,White,Pink,Puff Pants Red,Horns,Spidey,None,Angoboot Neon Orange,Spike,Perforated Puff Black
1759,10,595,6.59,https://magiceden.io/item-details/Eq6zgLY6zhNkj6sJLkJeAPmcoxStFuKQBc2vgEg1BVmP,Red,Mint,Windbreakers White,Heart,Round,Halo Yellow,Fly Blue,Spike,Sweater Carolina
1762,6.5,1595,30.15,https://magiceden.io/item-details/B5oegtzqpMKw8iywDFQYoFB6zabWwQgGS7tBCUpPEosS,Red,Sky,Windbreakers Dark,Mickey,Round,None,Sandals White,Gap,Sweater Honey
1784,6.5,284,45.15,https://magiceden.io/item-details/3mbt4R5hFemcTMMBwmJYt3B9F7JAAzAaKrzPDujD8KFt,Red,Orange,Latex,Mickey,Round,Blue Flower,Sandals Purple,Vamp,Smooth Puff Azure
1789,1.75,2310,69.47,https://magiceden.io/item-details/6AK2pGcdbCDqsGGWYd4Cw4Y4j8Z9AEL6m9UNbXWMmYAZ,Red,Flame,Shorts Pineapple,Mickey,Spiral,None,Angoboot Black,Gap,Smooth Puff Azure
1794,3.5,2570,48.99,https://magiceden.io/item-details/A2MPiDESey14F5KnSZKyFoNg54XoEubjiYmJzJG4AUzH,White,Flame,Jeans,Pigtails,Spiral,None,Fly Panda,Spike,Smooth Puff Seafoam
1798,100,32,0,https://magiceden.io/item-details/HXLUFB482FSfti6vWXZzuqwhYq2xMvNQFnDKSC9Z5jzw,Red,Candy,Shorts Black,Heart,XTCY,Halo Red,Sandals Yellow,Gap,Long Puff Black
1809,10,554,7.06,https://magiceden.io/item-details/8VY6edss67QoXvQNPDJu5M2b9nvzYncu73mKPcyhtJhE,White,Candy,Shorts Black,Heart,Spiral,MDAS,Runners White,Vamp,Tee Blue
1810,12,2699,0,https://magiceden.io/item-details/DrU2pt5i4TM2QxtbrVrfbt1VwUdBJYEgTfUSWFNbXGAL,White,Black,Shorts Pineapple,Heart,Spiral,None,Angoboot Black,Spike Open,Enigma Vest Red
1816,5.97,1086,41.27,https://magiceden.io/item-details/ALKsgso125gGNYF3TTgHpSj2ytpBjHyTNm6h7Bu6LRkU,White,Mint,None,Heart,Spidey,Halo Yellow,Sandals Purple,Gap,Smooth Puff Azure
1817,5,1791,42.91,https://magiceden.io/item-details/9KhzNzoYNiTqbZvzm7bXFcEvWqTSNK6CSroSCpAJNeDA,Purple,Black,None,Mickey,Cross,None,Angoboot Neon Green,Spike,Perforated Puff Purple
1818,10,474,7.98,https://magiceden.io/item-details/5zx3vj3Dh5baa3jhwTjucnV9e6mkNCbZwMnYHENUEFYX,White,Orange,Jeans,Pigtails,Round,Halo Yellow,Sandals Yellow,Gap,Puff Vest Cream
1827,8,580,26.76,https://magiceden.io/item-details/615CNNUsFEsrwmvE2gwTzW388KA7VN2J8csKTkAhfkkH,White,Pink,Jeans,Pigtails,Round,Halo Red,None,Gap,Perforated Puff Purple
1831,18.99,967,0,https://magiceden.io/item-details/8XitUzc4Viu1Xs6h3x66rJABy7eiJn9kjXbJAJ2dZ1rk,Yellow,Skelly,None,Heart,Round,None,Angoboot Beige,Vamp,Sweater Carolina
1846,7,367,39.2,https://magiceden.io/item-details/951a68BH8Sj2SGVVBTv56WiDBJGv6AXwwXyucVASi6Sc,Yellow,Sky,Windbreakers White,Mickey,Spidey,Halo Yellow,Fly Blue,Spike,Sweater Black
1847,6.69,3438,7.16,https://magiceden.io/item-details/AU1UC99iWV9f2LL8eaZNYdgvg1ceE1GNuWm4fXxfPTj1,White,Shadow,Shorts Black,Heart,Round,None,Runners White,Spike,Long Puff Black
1852,3,1170,70.01,https://magiceden.io/item-details/9T5Kqyq4W2DCtu2DSTYKZ69JWgD8ui5cSvgZdhPydL9b,Red,Black,None,Mickey,Cross,Blue Flower,Angoboot Beige,Spike,None
1855,2.75,2899,52.73,https://magiceden.io/item-details/BSbZMX9uHnzdQRWABRGb15iYxng2iSSw5rTTPdqgrUFZ,White,Shadow,Shorts Black,Mickey,Spiral,None,Angoboot Neon Orange,Gap,Base Puff Yellow
1857,4.1,1851,51.22,https://magiceden.io/item-details/4HLBuggbediGvnzNsBUwZFgKQ1pvcuDu5RoCywNuCYpi,White,Purple,Shorts Black,Mickey,Round,Halo Red,Runners Black,Spike Open,Tee Black
1859,4.269,975,59.55,https://magiceden.io/item-details/3SwxyvAWiz6BWpfgAHxhk4rFmiet8yH7oH9FPsRmb51p,White,Sky,Shorts Pineapple,Pigtails,Spidey,Halo Red,None,Gap,Tee Blue
1864,5,316,59.78,https://magiceden.io/item-details/AoJUy4bmuyg5DepXgaVWBc2uWBHmMsYDHhXoe95DZdre,Green,Candy,Shorts Black,Pigtails,Round,Thorn,Fly Bred,Spike,Tee Black
1873,9.99,656,5.99,https://magiceden.io/item-details/HZ6YLA4EJdnq4WhEYsmjANqZbPXV9rqNN6AYuZkdwx4b,Green,Orange,None,Heart,Round,Halo Red,Angoboot Neon Orange,Spike Open,Smooth Puff Red
1874,3.5,2074,54.67,https://magiceden.io/item-details/5RcrPRjrwYviVkw9Q9U4BEN1DTgeoQoMPcQxEbiGgxP4,White,Sky,Windbreakers Dark,Pigtails,Spiral,None,Sandals White,Gap,Base Puff Yellow
1875,7.42069,1821,18.36,https://magiceden.io/item-details/7xcCtzYCBs4jeFjyWvHjF3gS8yNkETixqHWJJ38dmUw7,White,Solana,None,Mickey,Round,None,Fly Panda,Rainbow,Grandpa
1877,4,1899,51.67,https://magiceden.io/item-details/H4J4PKnsza5N9Jt9Q4HwCcX6fQj2xpu1ihukfJ8hLjgK,Purple,Flame,Shorts Pineapple,Heart,Spiral,None,Angoboot Neon Green,Spike Open,Base Puff White
1881,7.4,1934,17.27,https://magiceden.io/item-details/63NbRTDmX2mY1kWHrKQJqfPrY7KbgHt8kuS4ZnZbmLWm,White,Pink,Puff Pants Purple,Pigtails,Cross,None,Sandals Yellow,Spike,Smooth Puff Seafoam
1883,4,2580,43.88,https://magiceden.io/item-details/FbtH2RH23f737sj3Tu2cbyPa56JvEaBh9Mjv1NJ82hdT,White,Solana,Shorts Black,Mickey,Spiral,None,Angoboot Black,Gap,Smooth Puff Seafoam
1893,3.5,1154,65.2,https://magiceden.io/item-details/38gd4iqjGYDignXMcQBaJZhGzrbqVY7F1QcxMwyVWJr2,White,White,Latex,Horns,Spidey,None,Angoboot Neon Orange,Vamp,Long Puff Orange
1897,3,2878,50.47,https://magiceden.io/item-details/6CtdGR7XP8JMVHJixpUULb9v4Taj6f52LZziaQfXHYYV,White,Black,Puff Pants Purple,Mickey,Spiral,None,None,Gap,Striped Sweater
1915,3,3006,49.01,https://magiceden.io/item-details/EtUKcHMmZXvaMK6wuj45Hp7WdNDG2bR6atNCVjpVoAfB,White,Black,Jeans,Heart,Spiral,None,None,Spike Open,Perforated Puff Black
1917,3,1145,70.3,https://magiceden.io/item-details/34Mk41b18X3T78eyM92CnrAipaTi2wyMQfmphJ5QMoLo,White,White,Shorts Pineapple,Heart,Cross,Halo Yellow,Angoboot Neon Orange,Gap,Long Puff Orange
1921,6,584,46.72,https://magiceden.io/item-details/3XM9DGtPXBrohqrcnuqvzvHfih4f6Gm8wabtErM9LhEd,White,Sky,Puff Pants Cream,Pigtails,Hypno,None,Angoboot Beige,Spike,Smooth Puff Chrome
1929,4.5,651,60.95,https://magiceden.io/item-details/BycU86FRCASCnrj5xLQA8H7G7adwsHNxmFAdAKRWx71W,White,Flame,Windbreakers Dark,Mickey,Round,Thorn,Sandals White,Gap,Windbreaker White
1930,247,1238,0,https://magiceden.io/item-details/73ceyBZYKrrnqt5Unmwv51eFAhiD72WrYBtvXJ3wYuMm,White,Black,Puff Pants Red,Heart,Glory,None,Runners White,Spike Open,Smooth Puff Chrome
1940,2.93,839,74.5,https://magiceden.io/item-details/E1krUeQrLccDxBruyD8WCh4MQDuCBgwJt79oWdJM4r7s,Green,Black,Puff Pants Purple,Mickey,Round,None,Sandals Red,Vamp,Grandpa
1941,8,2101,9.36,https://magiceden.io/item-details/3GAVkaiPxzedW9sxzoWDgiy4iGZKxAYdzZtHRSBU7Es5,White,Sky,Jeans,Heart,Spidey,None,None,Rainbow,Long Puff Orange
1946,15,748,0,https://magiceden.io/item-details/GijtSoV8xFTuctGtAx1aA2iUTDGQoSPnekpicx2xCVxC,Black,Purple,None,Heart,Spidey,None,Runners Black,Rainbow,Enigma Vest Neon Green
1950,2.5,1715,68.78,https://magiceden.io/item-details/4NMERfFEBeu1GQmYSKMhkCY8na4PBMdjpXTiuB4j3b8f,White,Sky,Windbreakers Dark,Horns,Spiral,None,Sandals White,Spike,Smooth Puff Red
1955,9,304,19.92,https://magiceden.io/item-details/9rjgxncLKpagpWcUPAiRqujw8gtS8hU3zQBhwZ62mQQA,Purple,Candy,Puff Pants Red,Pigtails,Round,Pink Flower,Fly Bred,Spike,Tee White
1965,50,213,0,https://magiceden.io/item-details/2PS73eBwh1JNzU8AEysDSd1Ft74PUuH3BbBQahMH7eE5,Red,Mint,Jeans,Pigtails,Cross,Thorn,None,Spike Open,Perforated Puff White
1966,3.5,1164,65.08,https://magiceden.io/item-details/BGGYy7wsKxcaV1yhZxHVrUufgBpuBzLeMxC9R9BoZB3B,White,Sky,Latex,Heart,Cross,Halo Yellow,Angoboot Neon Orange,Gap,Tee Blue
1975,3,2680,52.74,https://magiceden.io/item-details/G6roCVuALjVzxSXWYrYh3k3ApYYkGAujJ6SVTHvajbn3,White,Orange,Shorts Pineapple,Pigtails,Cross,None,Angoboot Beige,Gap,Sweater Black
1981,25,160,0,https://magiceden.io/item-details/BfUF2R6UR2RTinfoN8iWWr8ohWs7JiyAQ5P6VAiDzErK,Yellow,Candy,Windbreakers White,Heart,Cross,MRGLA,Fly Blue,Gap,Tee Black
1988,20,1537,0,https://magiceden.io/item-details/3EuqguQNbSRuexksRFe4qk6fcSweEF7zZHLgZdBgoVsx,White,Orange,Latex,Heart,Cross,Blue Flower,Angoboot Beige,Spike,Sweater Carolina
1991,8,3496,0,https://magiceden.io/item-details/HNGvUWWUC2eSJMoia2VRNxZw2YiDV7km39aX2TY4ap1F,White,Mint,None,Mickey,Spiral,None,Runners Black,Gap,None
1994,8,701,25.38,https://magiceden.io/item-details/3uJjsU5gqdXqc995DS3XuRVoLHFpCVXtCspu3zaipcvg,White,Candy,Shorts Black,Pigtails,Jinx,None,Fly Bred,Gap,Windbreaker Lemon
1996,3.2,1719,61.73,https://magiceden.io/item-details/F21FffRAM2ThqjcqvpSXvqpkgQZWfMiArtUJaFgJijND,White,Mint,Shorts Pineapple,Heart,Cross,None,Croc,Rainbow,Smooth Puff Red
1998,5,1971,40.85,https://magiceden.io/item-details/7FtEm7BoXcZRuznA6ZQ2whp5NwD9QVRnLi5ZW6CdW2Wi,White,Orange,Puff Pants Cream,Heart,Round,None,Croc,Spike Open,Enigma Vest Red
1999,208,13,0,https://magiceden.io/item-details/FgjyKiLqUwXndzDa3FQ17S8TWKbGDmbNs6qYxAUrByrj,Yellow,Purple,Latex,Horns,XTCY,Halo Yellow,Angoboot Neon Green,Gap,Smooth Puff Chrome
2001,2.34,1774,69.7,https://magiceden.io/item-details/F7LfMTzDJGeKTBavJmuHxZ79t5gd3PaTPxikYVk5Aej,Purple,Orange,Puff Pants Black,Pigtails,Round,None,Runners Black,Spike Open,Base Puff Yellow
2006,45,86,0,https://magiceden.io/item-details/3xsZB2mkAxaZLLJkdH49Yk3YM1FnN37LcJFyHcbS5Gez,Red,Black,Puff Pants Red,Horns,Cross,Pink Flower,Angoboot Beige,Spike,Perforated Puff Purple
2018,2.2,2264,65.5,https://magiceden.io/item-details/GmyWnSJJEmKNHjUK9dXbrDShqKFXHig887ssCgmdxTZ9,White,White,Windbreakers Dark,Pigtails,Spiral,None,Sandals Red,Spike Open,Long Puff Orange
2019,1.994,3229,56.51,https://magiceden.io/item-details/F14RBV7zqBiRmBwbhBRzpswvJAtC4AEkfWqhTihnNbiT,White,Sky,Puff Pants Purple,Mickey,Spiral,None,Runners White,Spike,Tee Black
2024,9.8,167,13.49,https://magiceden.io/item-details/D31C4u2tyUEv5mF8UbUPof4ZpEoekzLKHubXKgnsVm6R,Purple,Flame,Windbreakers Dark,Pigtails,Cross,Halo Red,Sandals Red,Spike Open,Tee Blue
2029,7.99,2701,2.6,https://magiceden.io/item-details/B4tS2h3HvU7ioyGYA3V5UoS9PAJfc45jLE2Y3cDRfVKe,White,Black,Puff Pants Black,Mickey,Round,None,Sandals Yellow,Spike,Smooth Puff Seafoam
2038,7,1107,30.73,https://magiceden.io/item-details/D58wfU7Pjgj2dyuxL2ijpWP5jivtSXuRhKsGciZSsV1K,White,Candy,Shorts Black,Heart,Round,None,Angoboot Black,Rainbow,SHLD
2039,4.9,973,53.27,https://magiceden.io/item-details/BmGu45iaQSDgiHkGVPsNr1V9C75JeK7f3oui2RTotPAG,Green,Mint,Shorts Pineapple,Mickey,Spiral,None,None,Rainbow,Enigma Vest Red
2046,4.5,1381,52.6,https://magiceden.io/item-details/C6R3prQPL2qNohvmHnddPCaMXJAFxUDpWrNoqCDKi3yT,Red,Solana,Latex,Mickey,Spidey,None,Runners White,Spike,Striped Sweater
2048,5,1936,41.25,https://magiceden.io/item-details/H4t1y4YicNjKFG1djqnG4ai2WGd4fWWirTn3R2KDJi6Q,White,Flame,Puff Pants Purple,Mickey,Spidey,None,Sandals Purple,Gap,Sweater Carolina
2049,4.6,3478,27.61,https://magiceden.io/item-details/CmxVv6i4SHSqPqH5BSSSvGGjCVHBcXASBAMNXYPeP7T2,White,Mint,None,Heart,Spidey,None,None,Spike Open,Tee Black
2056,1.75,2996,61.62,https://magiceden.io/item-details/4N5Ani3Fjuc9yDmAShSRNXXNu45Pp93eyx5nLyy38muQ,White,Mint,Shorts Black,Heart,Round,None,Sandals Red,Spike Open,Sweater Honey
2061,50,1212,0,https://magiceden.io/item-details/891y7ifKP8t1TvRNB1ueNPvgoFbWUy9sdbkoDXtvdMby,White,Purple,Windbreakers White,Horns,Spiral,None,Fly Blue,Rainbow,None
2062,6,1367,37.76,https://magiceden.io/item-details/CxJeCBwP5UZR5WPBZzNStZoN3M9wfEQBB9gwoocjuPiP,Black,Mint,Puff Pants Cream,Mickey,Spidey,None,Fly Bred,Spike Open,Tee Black
2063,4.5,1725,48.66,https://magiceden.io/item-details/C9jpBXkxLYPQdVnc9XH5z4hyX5oTXjUatNK3XEEGurAe,Green,White,Puff Pants Black,Mickey,Spidey,None,Runners White,Spike Open,Base Puff White
2064,2.5,3262,51.08,https://magiceden.io/item-details/8Gr4Qw6x5K8rvXkiiuk7tezoyvHuyN5LvqwH8yMZDWUk,White,Pink,Shorts Pineapple,Mickey,Round,None,Angoboot Black,Gap,Long Puff Orange
2070,1.7,2685,65.68,https://magiceden.io/item-details/6prYRDfnXjdUNe2qTkT1KjfKiUwcMDo26UE1Z1LSXUW8,White,Flame,Shorts Pineapple,Heart,Spidey,None,Sandals Red,Spike,Grandpa
2075,2.5,3386,49.66,https://magiceden.io/item-details/AUV34Wzx1JZq617vysdwr4U1X7hcSgoXzKYXuUaXb8K9,White,Purple,Windbreakers White,Mickey,Cross,None,None,Spike,Long Puff Orange
2080,5.25,1317,45.83,https://magiceden.io/item-details/AZKKUUbo8WZo5HkmTNUyTp271Mggy6uyv9bUcZEpy8Tj,White,Purple,Latex,Heart,Cross,Halo Yellow,Fly Panda,Spike,Smooth Puff Red
2084,4.5,2305,42.03,https://magiceden.io/item-details/5AjLqeuD8zzhF6GCgt24fpSVUs9uhegcuDzGHV4oC36s,Purple,Purple,Shorts Black,Mickey,Spidey,None,Runners Black,Spike Open,Base Puff White
2086,3.3,2556,51.16,https://magiceden.io/item-details/3uFi4zUFHqQJ9oujs7XFiNNDZ19jfeZze6kdjfjKRmXp,Purple,Purple,Latex,Mickey,Round,None,Fly Bred,Spike,Long Puff Black
2091,50,147,0,https://magiceden.io/item-details/HW1ERZ2qyt4TfnxV7sQzKuWixZZvC4ffgm8YTcDPDBp7,White,White,Shorts Black,Pigtails,Glory,Halo Red,Fly Blue,Spike Open,None
2094,9.9,51,13.82,https://magiceden.io/item-details/3eJ3iFB4XKPNsFuuxaf5P6ULxbuyFKmrQsCiHZB3i66W,Green,Flame,Puff Pants Black,Heart,Spidey,Halo Red,Fly Panda,Rainbow,Tee Blue
2095,1.8,3193,58.87,https://magiceden.io/item-details/2i91JqQpSCpiVaEAE4xYN7yaf8EFtbgnRTPxnU6W5Neh,White,Sky,Shorts Black,Mickey,Spidey,None,Angoboot Beige,Spike,Long Puff Black
